30 30
 2.4701323035E+00  2.6564063164E-01  3.7205751120E-01  6.2429633997E-01 -4.5890143442E-01 -6.4902882324E-01  8.3246309900E-02  6.2782626960E-01 -6.7661618831E-02  4.8038992147E-01 -1.0003353325E+00 -6.5990590075E-01  9.1726301283E-02 -3.2872104492E-01 -9.6089147754E-03 -9.8525877091E-03  2.7297463234E-01  3.2605199580E-01 -5.3300270369E-01  5.1829602493E-01  4.0753130021E-02  2.5964706476E-01  3.5555057700E-01 -7.7551288199E-01 -1.0666663976E-01  3.3677544075E-01  7.3924076954E-03 -2.2821746059E-01 -1.6996133279E-02  2.8062633459E-02 
 2.6564063164E-01  5.4470320754E+00 -1.5426306499E+00 -1.9754687273E-01  1.2470321119E+00  5.7588671588E-02  7.3931563107E-01  3.2408879516E-01 -8.1411068773E-01 -1.3725106075E+00 -5.0378181082E-01  4.8560623951E-01  4.9151387027E-01  7.9670960488E-02  8.1525780094E-02 -2.0336648528E-01 -4.9862515504E-01  6.6290889981E-01 -1.6513030595E-01  9.8665428009E-01  9.7055495741E-02  5.0097487442E-01  2.6670401396E-01  1.0744704763E-01  1.4106986198E-03 -9.8769649064E-02  4.3468180387E-01 -2.4770074057E-01 -1.1254124513E+00  8.0221782797E-02 
 3.7205751120E-01 -1.5426306499E+00  4.3707859077E+00 -6.6440662832E-01  4.1849278821E-01 -1.8768882447E-01 -1.0315211804E+00 -6.9303122039E-01 -3.9513049850E-01  6.0308423911E-01 -5.3014231598E-01 -7.4126911105E-01 -1.6863405699E-01 -7.5243223616E-01 -5.8623773409E-01 -2.2015357089E-01 -5.5035651088E-01  5.0363517586E-01  9.6109392625E-02  7.3667431981E-02 -3.3000556074E-01 -4.0786581183E-01  2.2344055420E-02 -4.2127901946E-01  3.6598697129E-01  2.8792681105E-01 -4.7323706120E-01  1.3661583531E-01  8.5467894099E-02 -3.6679124197E-01 
 6.2429633997E-01 -1.9754687273E-01 -6.6440662832E-01  6.2857211009E+00 -1.3319354500E+00  1.6191342120E-02  7.8346704917E-01  4.1044553432E-01  7.6261218451E-01 -5.9758930606E-01 -5.4130603231E-01 -4.3950705253E-01 -7.8825306666E-01 -1.3453297394E-01 -8.0427072221E-01 -3.6289631972E-02  1.3076525043E-01  3.8349904407E-01 -4.2518721324E-01 -1.1661514559E-02  7.1153155127E-03 -5.2655518314E-01 -6.1485003242E-01 -3.3394158996E-01  8.2299265776E-01 -3.1082705075E-01  4.9413089210E-01  8.0372499383E-01  1.8189198732E-01  7.6608736425E-01 
-4.5890143441E-01  1.2470321118E+00  4.1849278821E-01 -1.3319354500E+00  4.5848742048E+00 -5.5434502147E-01 -7.2784397100E-01  8.2751602432E-02  6.7824155531E-01 -3.7370392016E-01 -1.3956495222E-02 -1.2212987721E+00 -3.0292636033E-02 -5.0137711894E-01 -1.3982339869E-03 -1.6032426367E-01 -7.6119648997E-01  1.5214768266E-01 -3.4563450366E-01 -2.5427627309E-01 -9.2126297300E-02  4.6589919737E-01  5.2543082908E-02 -4.0969423988E-01 -1.8147105503E-01  3.9788780383E-01 -2.1181834088E-01 -6.3983661445E-02 -1.1806568452E-01 -1.0196513300E+00 
-6.4902882324E-01  5.7588671595E-02 -1.8768882447E-01  1.6191342127E-02 -5.5434502147E-01  5.9918049058E+00  1.1725635756E-01 -1.2865543895E+00 -2.1490980554E-01 -1.4458246626E-03  7.8256140315E-01  1.4133654140E-01 -1.8050370522E-02 -6.2303402559E-01  6.2473930604E-02 -2.8303544604E-01 -1.3388511253E-01 -5.3584776074E-02 -5.5419866741E-02  6.0123351513E-02  6.6657945344E-01  5.4269168398E-01  4.1005285198E-01  2.0274661614E-01 -3.6783359810E-01 -8.8907487629E-01  3.6584446249E-01  3.1821331933E-01 -2.9927301463E-01  1.4815934985E+00 
 8.3246309898E-02  7.3931563107E-01 -1.0315211804E+00  7.8346704916E-01 -7.2784397100E-01  1.1725635755E-01  5.9136420952E+00 -3.5094171134E-01 -9.5060881002E-01 -3.7449683462E-02  1.0846700194E-01 -2.8104871347E-02  4.7989995403E-01  7.1466834881E-02 -2.4116300326E-01 -7.4764429253E-02  6.2276206540E-02  1.9103030569E-01 -2.1406510985E-01  6.9261431988E-02  1.8750572079E-01  8.5346188130E-02  5.4154078238E-01 -6.0161748152E-01 -1.9491036898E-01  7.1560405016E-01 -4.2646124160E-01 -9.4689547929E-01  8.4175775287E-01  1.4944326075E-01 
 6.2782626959E-01  3.2408879516E-01 -6.9303122039E-01  4.1044553432E-01  8.2751602434E-02 -1.2865543895E+00 -3.5094171134E-01  5.9286676571E+00 -2.0878806547E-01  2.1072342755E-01  3.3350598647E-01  6.9412576427E-01  3.5752358257E-01 -2.0182740122E-01 -3.4478617671E-01 -4.9181364753E-01  1.1703155078E-01 -5.7184160745E-01 -1.8322883218E-01  3.2970820466E-01  4.7330117727E-01  3.3911633991E-01 -8.1423322333E-01 -2.8544519129E-01 -6.3110081338E-01 -9.7281573300E-01  3.6227209924E-01 -4.9146830570E-01 -5.9871519167E-01 -6.4063049349E-01 
-6.7661618825E-02 -8.1411068772E-01 -3.9513049850E-01  7.6261218450E-01  6.7824155532E-01 -2.1490980554E-01 -9.5060881002E-01 -2.0878806548E-01  5.5583000196E+00 -5.2247571748E-01 -6.9154731496E-01 -1.4313908235E-02  7.0425582049E-01  6.0456727633E-02 -7.1905856406E-02 -1.8883101868E-01  4.9370322967E-01 -1.1548769638E-01 -4.0507085913E-01 -7.0302259800E-02 -1.1493901012E+00  6.9349694106E-01 -4.9054985937E-01 -4.4502385172E-01 -3.5314225023E-01 -1.2497919607E-01 -6.7376139868E-02  4.1445254147E-01  4.4009445106E-03 -4.1216728018E-02 
 4.8038992147E-01 -1.3725106075E+00  6.0308423911E-01 -5.9758930606E-01 -3.7370392016E-01 -1.4458246683E-03 -3.7449683474E-02  2.1072342754E-01 -5.2247571748E-01  5.2355026834E+00 -4.7377394788E-01  2.2289092157E-01 -1.3072695397E-01 -2.7703305160E-01 -6.1662347388E-01  2.9834481946E-01 -3.4656565607E-01 -5.7532424022E-01 -7.9462186378E-01 -1.0737822592E+00 -5.6250404562E-01 -5.3628441269E-01  3.0472622799E-01 -2.3044641909E-01  3.8034753804E-01 -3.6631142931E-01 -2.9224408893E-01 -1.7918436796E-01 -5.7252301063E-02 -5.3521862326E-02 
-1.0003353325E+00 -5.0378181081E-01 -5.3014231599E-01 -5.4130603231E-01 -1.3956495221E-02  7.8256140315E-01  1.0846700193E-01  3.3350598646E-01 -6.9154731497E-01 -4.7377394789E-01  6.3667877590E+00 -9.0818401633E-02 -1.8561574002E-01 -4.1238358349E-01 -2.1950119342E-01  1.4565273574E-01  6.2497012972E-02 -4.7633058894E-02  2.1849215889E-01 -3.2527139581E-01 -4.5524025740E-02 -2.9946529648E-01 -1.2031347671E-01 -2.7172383348E-01  3.4080667043E-01 -1.8082825353E-02 -1.9050657997E-01  5.4303847644E-01 -5.1819271664E-02 -6.8982262340E-01 
-6.5990590075E-01  4.8560623951E-01 -7.4126911105E-01 -4.3950705253E-01 -1.2212987721E+00  1.4133654140E-01 -2.8104871349E-02  6.9412576427E-01 -1.4313908232E-02  2.2289092157E-01 -9.0818401639E-02  5.4973122760E+00 -2.7240331268E-01 -3.9883506511E-01 -4.2863475343E-01  2.1045205710E-02  2.3126822467E-01 -2.5135845945E-01  5.5718350119E-01  1.0370492570E-01  3.3872095886E-03 -3.1181760642E-01 -1.6575477774E-02  3.9062756352E-01 -5.1001120058E-01  2.4797998712E-02 -8.9885819231E-02  4.5929680766E-01  8.5314903739E-01  1.8999878390E-01 
 9.1726301287E-02  4.9151387027E-01 -1.6863405700E-01 -7.8825306667E-01 -3.0292636027E-02 -1.8050370528E-02  4.7989995403E-01  3.5752358257E-01  7.0425582049E-01 -1.3072695397E-01 -1.8561574003E-01 -2.7240331269E-01  6.1859204575E+00  2.6893505410E-01  1.9548580747E-01 -1.4174298263E-01  2.5388595409E-01 -8.6975309677E-02  6.0645090319E-01  1.8223549905E-01 -1.1084110982E-01 -3.2365023836E-01  2.9415227512E-01  7.5554163487E-02  2.9342388180E-01 -4.6471409263E-01  3.1529855593E-01 -3.9623583674E-02  3.8990573447E-01 -2.1690836711E-01 
-3.2872104491E-01  7.9670960488E-02 -7.5243223616E-01 -1.3453297393E-01 -5.0137711894E-01 -6.2303402559E-01  7.1466834879E-02 -2.0182740122E-01  6.0456727642E-02 -2.7703305161E-01 -4.1238358349E-01 -3.9883506511E-01  2.6893505410E-01  6.1510284956E+00 -2.3839728566E-01 -4.0788134051E-01  1.0184339710E-01 -5.1704596095E-01 -3.6318775327E-01 -4.3935623690E-01 -1.7727427762E-01 -8.4783248732E-03 -3.7912425827E-01  3.9354714247E-01 -5.1402080473E-01  2.6965044188E-01  5.3730234786E-01 -2.2565692775E-01  6.9727697513E-01 -3.5288042284E-01 
-9.6089147759E-03  8.1525780097E-02 -5.8623773409E-01 -8.0427072221E-01 -1.3982339915E-03  6.2473930604E-02 -2.4116300327E-01 -3.4478617672E-01 -7.1905856408E-02 -6.1662347387E-01 -2.1950119342E-01 -4.2863475343E-01  1.9548580747E-01 -2.3839728566E-01  6.6515571544E+00  1.5038803985E-01 -1.7718187596E-01 -2.4947010979E-01 -4.6050481504E-01 -2.6051661216E-01 -3.4412132624E-01 -1.0236650365E-01 -6.4669933297E-01 -2.4484514698E-01 -2.2247262384E-01 -3.7192443129E-01  5.6604327833E-01 -4.9269214851E-01 -4.0086138365E-01  4.1214210448E-01 
-9.8525877107E-03 -2.0336648529E-01 -2.2015357089E-01 -3.6289631978E-02 -1.6032426367E-01 -2.8303544604E-01 -7.4764429257E-02 -4.9181364753E-01 -1.8883101868E-01  2.9834481946E-01  1.4565273575E-01  2.1045205708E-02 -1.4174298263E-01 -4.0788134051E-01  1.5038803985E-01  6.2034025048E+00  3.9823809390E-01  3.5560314468E-01 -4.4018472172E-01  6.1383806218E-01 -1.0044402491E-01  9.1855757489E-02 -4.5992865408E-01 -4.2066325601E-01 -2.6894217126E-01 -1.4289758023E-01  2.0886428804E-01 -1.9124400979E-01  8.3575642471E-02  2.2097071133E-01 
 2.7297463235E-01 -4.9862515504E-01 -5.5035651088E-01  1.3076525043E-01 -7.6119648996E-01 -1.3388511253E-01  6.2276206540E-02  1.1703155079E-01  4.9370322968E-01 -3.4656565607E-01  6.2497012974E-02  2.3126822468E-01  2.5388595409E-01  1.0184339709E-01 -1.7718187596E-01  3.9823809390E-01  5.9929403212E+00  3.1677634741E-01 -1.9226642943E-01 -1.7736137449E-02  2.9820301198E-01 -2.1359963425E-02 -6.3660404995E-01 -2.2981682783E-01  2.2748914356E-01 -2.6088063216E-01  2.0081212450E-01 -2.7164626498E-01  6.7973450400E-02 -1.3901591234E-01 
 3.2605199580E-01  6.6290889981E-01  5.0363517586E-01  3.8349904406E-01  1.5214768265E-01 -5.3584776079E-02  1.9103030569E-01 -5.7184160745E-01 -1.1548769638E-01 -5.7532424022E-01 -4.7633058890E-02 -2.5135845945E-01 -8.6975309672E-02 -5.1704596095E-01 -2.4947010979E-01  3.5560314468E-01  3.1677634742E-01  6.2031336738E+00 -1.6303771602E-01 -8.4843654448E-02 -1.5122682481E-01  2.9222851139E-01 -5.9376428509E-01 -2.0325804649E-01  1.2030887895E-02  7.6695223675E-02 -3.0737561122E-01 -5.3976346077E-01 -1.0866975598E-01 -4.0495004337E-01 
-5.3300270369E-01 -1.6513030595E-01  9.6109392622E-02 -4.2518721323E-01 -3.4563450366E-01 -5.5419866736E-02 -2.1406510985E-01 -1.8322883218E-01 -4.0507085912E-01 -7.9462186378E-01  2.1849215888E-01  5.5718350118E-01  6.0645090319E-01 -3.6318775327E-01 -4.6050481504E-01 -4.4018472173E-01 -1.9226642943E-01 -1.6303771602E-01  5.4801858940E+00 -2.5631215998E-02 -4.0978600807E-01  1.0470821193E-01 -1.6053874110E-01  1.6337266280E-01 -3.3789912984E-02 -1.4717678993E-01  1.1814100808E-01  2.6522462987E-01 -1.1011877007E-01  2.6534773885E-01 
 5.1829602493E-01  9.8665428008E-01  7.3667431981E-02 -1.1661514557E-02 -2.5427627309E-01  6.0123351509E-02  6.9261431990E-02  3.2970820466E-01 -7.0302259791E-02 -1.0737822592E+00 -3.2527139582E-01  1.0370492570E-01  1.8223549906E-01 -4.3935623690E-01 -2.6051661216E-01  6.1383806218E-01 -1.7736137451E-02 -8.4843654441E-02 -2.5631216000E-02  4.5990190919E+00  1.3295967049E-01  2.9046061642E-01  2.4054495659E-01 -3.1281452219E-02 -1.3341028178E-01  2.3892318962E-01 -1.2891672190E-01  3.2893205164E-01 -1.3896519258E-01  1.1355689912E-01 
